"experiment_name","assay_plate_number","assay_well","assay_time_hours","od600","assay_strain","stock_b12_conc","stock_met_conc","stock_volume_added","assay_volume_added","bio_replicate","tech_replicate","bacteria_strain_id","sample_treatment","assay_type","b12_conc_ngl","met_conc_mgl","assay_dilution","adjusted_b12_conc_ngl","log_b12_pgl","fluorescence","log_fluorescence"
"b12_assay_4","4","D12",91,NA,"metE4",204.8,13.9875,3,97,1,1,"blank",NA,"Chlamy fluorescence",6.244,0.419625,0.03,NA,8.73937628163532,31734,10.365143940294
"b12_assay_4","4","D13",91,NA,"metE4",81.92,13.9875,10,90,1,1,"blank",NA,"Chlamy fluorescence",8.292,1.39875,0.1,NA,9.02304647355567,49640,10.8125522393185
"b12_assay_4","4","D14",91,NA,"metE4",81.92,13.9875,3,97,1,1,"blank",NA,"Chlamy fluorescence",2.5576,0.419625,0.03,NA,7.84682459774563,12593,9.44089638300585
"b12_assay_4","4","D15",91,NA,"metE4",32.768,13.9875,10,90,1,1,"blank",NA,"Chlamy fluorescence",3.3768,1.39875,0.1,NA,8.12468379446829,16055,9.68377560652361
"b12_assay_4","4","D16",91,NA,"metE4",32.768,13.9875,3,97,1,1,"blank",NA,"Chlamy fluorescence",1.08304,0.419625,0.03,NA,6.9875271807603,3351,8.11701408773731
"b12_assay_4","4","D17",91,NA,"metE4",13.1072,13.9875,10,90,1,1,"blank",NA,"Chlamy fluorescence",1.41072,1.39875,0.1,NA,7.25185549133872,4569,8.42704964156327
"b12_assay_4","4","D18",91,NA,"metE4",13.1072,13.9875,3,97,1,1,"blank",NA,"Chlamy fluorescence",0.493216,0.419625,0.03,NA,6.20094721196431,2840,7.95155933115525
"b12_assay_4","4","D19",91,NA,"metE4",5.24288,13.9875,10,90,1,1,"blank",NA,"Chlamy fluorescence",0.624288,1.39875,0.1,NA,6.43661180035485,2662,7.88683299895506
"b12_assay_4","4","D2",91,NA,"metE4",20000,13.9875,3,97,1,1,"blank",NA,"Chlamy fluorescence",600.1,0.419625,0.03,NA,13.3048515869776,826405,13.6248402471081
"b12_assay_4","4","D20",91,NA,"metE4",5.24288,13.9875,3,97,1,1,"blank",NA,"Chlamy fluorescence",0.2572864,0.419625,0.03,NA,5.5501898613031,1550,7.34601020991329
"b12_assay_4","4","D21",91,NA,"metE4",2.097152,13.9875,10,90,1,1,"blank",NA,"Chlamy fluorescence",0.3097152,1.39875,0.1,NA,5.73565316552939,2079,7.63964228785801
"b12_assay_4","4","D22",91,NA,"metE4",2.097152,13.9875,3,97,1,1,"blank",NA,"Chlamy fluorescence",0.16291456,0.419625,0.03,NA,5.09322589160157,1390,7.23705902612474
"b12_assay_4","4","D23",91,NA,"metE4",0,13.9875,10,90,1,1,"blank",NA,"Chlamy fluorescence",0.1,1.39875,0.1,NA,4.60517018598809,1781,7.48493028328966
"b12_assay_4","4","D24",91,NA,"metE4",0,13.9875,3,97,1,1,"blank",NA,"Chlamy fluorescence",0.1,0.419625,0.03,NA,4.60517018598809,1422,7.25981961036319
"b12_assay_4","4","D3",91,NA,"metE4",8000,13.9875,10,90,1,1,"blank",NA,"Chlamy fluorescence",800.1,1.39875,0.1,NA,13.5924919988382,770658,13.5549999743683
"b12_assay_4","4","D4",91,NA,"metE4",8000,13.9875,3,97,1,1,"blank",NA,"Chlamy fluorescence",240.1,0.419625,0.03,NA,12.3888107822093,779120,13.5659203566351
"b12_assay_4","4","D5",91,NA,"metE4",3200,13.9875,10,90,1,1,"blank",NA,"Chlamy fluorescence",320.1,1.39875,0.1,NA,12.676388725958,778477,13.5650947258249
"b12_assay_4","4","D6",91,NA,"metE4",3200,13.9875,3,97,1,1,"blank",NA,"Chlamy fluorescence",96.1,0.419625,0.03,NA,11.4731445949584,616212,13.3313463391518
"b12_assay_4","4","D7",91,NA,"metE4",1280,13.9875,10,90,1,1,"blank",NA,"Chlamy fluorescence",128.1,1.39875,0.1,NA,11.7605664878848,687365,13.4406207256046
"b12_assay_4","4","D8",91,NA,"metE4",1280,13.9875,3,97,1,1,"blank",NA,"Chlamy fluorescence",38.5,0.419625,0.03,NA,10.5584135202759,323628,12.6873499869993
"b12_assay_4","4","D9",91,NA,"metE4",512,13.9875,10,90,1,1,"blank",NA,"Chlamy fluorescence",51.3,1.39875,0.1,NA,10.8454460311589,478307,13.0780080647275
"b12_assay_4","4","E1",91,NA,"metE4",20000,3.496875,10,90,1,1,"blank",NA,"Chlamy fluorescence",2000.1,0.3496875,0.1,NA,14.5087077372743,424802,12.9593784569967
"b12_assay_4","4","E10",91,NA,"metE4",512,3.496875,3,97,1,1,"blank",NA,"Chlamy fluorescence",15.46,0.10490625,0.03,NA,9.64601132214141,90327,11.4111916980348
"b12_assay_4","4","E11",91,NA,"metE4",204.8,3.496875,10,90,1,1,"blank",NA,"Chlamy fluorescence",20.58,0.3496875,0.1,NA,9.93207500938804,163815,12.0064930212999
"b12_assay_4","4","E12",91,NA,"metE4",204.8,3.496875,3,97,1,1,"blank",NA,"Chlamy fluorescence",6.244,0.10490625,0.03,NA,8.73937628163532,29911,10.3059815846993
"b12_assay_4","4","E13",91,NA,"metE4",81.92,3.496875,10,90,1,1,"blank",NA,"Chlamy fluorescence",8.292,0.3496875,0.1,NA,9.02304647355567,42127,10.6484441442724
"b12_assay_4","4","E14",91,NA,"metE4",81.92,3.496875,3,97,1,1,"blank",NA,"Chlamy fluorescence",2.5576,0.10490625,0.03,NA,7.84682459774563,8513,9.04934968588406
"b12_assay_4","4","E15",91,NA,"metE4",32.768,3.496875,10,90,1,1,"blank",NA,"Chlamy fluorescence",3.3768,0.3496875,0.1,NA,8.12468379446829,10609,9.26945797645927
"b12_assay_4","4","E16",91,NA,"metE4",32.768,3.496875,3,97,1,1,"blank",NA,"Chlamy fluorescence",1.08304,0.10490625,0.03,NA,6.9875271807603,3552,8.17526610411206
"b12_assay_4","4","E17",91,NA,"metE4",13.1072,3.496875,10,90,1,1,"blank",NA,"Chlamy fluorescence",1.41072,0.3496875,0.1,NA,7.25185549133872,5744,8.65591111072806
"b12_assay_4","4","E18",91,NA,"metE4",13.1072,3.496875,3,97,1,1,"blank",NA,"Chlamy fluorescence",0.493216,0.10490625,0.03,NA,6.20094721196431,2598,7.86249719723055
"b12_assay_4","4","E19",91,NA,"metE4",5.24288,3.496875,10,90,1,1,"blank",NA,"Chlamy fluorescence",0.624288,0.3496875,0.1,NA,6.43661180035485,3694,8.21446516075919
"b12_assay_4","4","E2",91,NA,"metE4",20000,3.496875,3,97,1,1,"blank",NA,"Chlamy fluorescence",600.1,0.10490625,0.03,NA,13.3048515869776,813514,13.6091184150813
"b12_assay_4","4","E20",91,NA,"metE4",5.24288,3.496875,3,97,1,1,"blank",NA,"Chlamy fluorescence",0.2572864,0.10490625,0.03,NA,5.5501898613031,1883,7.54062152865715
"b12_assay_4","4","E21",91,NA,"metE4",2.097152,3.496875,10,90,1,1,"blank",NA,"Chlamy fluorescence",0.3097152,0.3496875,0.1,NA,5.73565316552939,1725,7.45298232946546
"b12_assay_4","4","E22",91,NA,"metE4",2.097152,3.496875,3,97,1,1,"blank",NA,"Chlamy fluorescence",0.16291456,0.10490625,0.03,NA,5.09322589160157,1285,7.15851399732932
"b12_assay_4","4","E23",91,NA,"metE4",0,3.496875,10,90,1,1,"blank",NA,"Chlamy fluorescence",0.1,0.3496875,0.1,NA,4.60517018598809,2257,7.72179177681754
"b12_assay_4","4","E24",91,NA,"metE4",0,3.496875,3,97,1,1,"blank",NA,"Chlamy fluorescence",0.1,0.10490625,0.03,NA,4.60517018598809,1719,7.44949800538285
"b12_assay_4","4","E3",91,NA,"metE4",8000,3.496875,10,90,1,1,"blank",NA,"Chlamy fluorescence",800.1,0.3496875,0.1,NA,13.5924919988382,792312,13.5827105326168
"b12_assay_4","4","E4",91,NA,"metE4",8000,3.496875,3,97,1,1,"blank",NA,"Chlamy fluorescence",240.1,0.10490625,0.03,NA,12.3888107822093,754090,13.5332670032621
"b12_assay_4","4","E5",91,NA,"metE4",3200,3.496875,10,90,1,1,"blank",NA,"Chlamy fluorescence",320.1,0.3496875,0.1,NA,12.676388725958,780501,13.5676913001668
"b12_assay_4","4","E6",91,NA,"metE4",3200,3.496875,3,97,1,1,"blank",NA,"Chlamy fluorescence",96.1,0.10490625,0.03,NA,11.4731445949584,673285,13.4199239959546
"b12_assay_4","4","E7",91,NA,"metE4",1280,3.496875,10,90,1,1,"blank",NA,"Chlamy fluorescence",128.1,0.3496875,0.1,NA,11.7605664878848,662404,13.4036309206823
"b12_assay_4","4","E8",91,NA,"metE4",1280,3.496875,3,97,1,1,"blank",NA,"Chlamy fluorescence",38.5,0.10490625,0.03,NA,10.5584135202759,300512,12.6132429656043
"b12_assay_4","4","E9",91,NA,"metE4",512,3.496875,10,90,1,1,"blank",NA,"Chlamy fluorescence",51.3,0.3496875,0.1,NA,10.8454460311589,497390,13.1171297056057
"b12_assay_4","4","F1",91,NA,"metE4",20000,0.87421875,10,90,1,1,"blank",NA,"Chlamy fluorescence",2000.1,0.087421875,0.1,NA,14.5087077372743,527397,13.175708864603
"b12_assay_4","4","F10",91,NA,"metE4",512,0.87421875,3,97,1,1,"blank",NA,"Chlamy fluorescence",15.46,0.0262265625,0.03,NA,9.64601132214141,109268,11.6015588591118
"b12_assay_4","4","F11",91,NA,"metE4",204.8,0.87421875,10,90,1,1,"blank",NA,"Chlamy fluorescence",20.58,0.087421875,0.1,NA,9.93207500938804,144701,11.8824248234457
"b12_assay_4","4","F12",91,NA,"metE4",204.8,0.87421875,3,97,1,1,"blank",NA,"Chlamy fluorescence",6.244,0.0262265625,0.03,NA,8.73937628163532,31010,10.3420650120945
"b12_assay_4","4","F13",91,NA,"metE4",81.92,0.87421875,10,90,1,1,"blank",NA,"Chlamy fluorescence",8.292,0.087421875,0.1,NA,9.02304647355567,41045,10.6224243047824
"b12_assay_4","4","F14",91,NA,"metE4",81.92,0.87421875,3,97,1,1,"blank",NA,"Chlamy fluorescence",2.5576,0.0262265625,0.03,NA,7.84682459774563,8532,9.05157907959124
"b12_assay_4","4","F15",91,NA,"metE4",32.768,0.87421875,10,90,1,1,"blank",NA,"Chlamy fluorescence",3.3768,0.087421875,0.1,NA,8.12468379446829,14135,9.55640927012769
"b12_assay_4","4","F16",91,NA,"metE4",32.768,0.87421875,3,97,1,1,"blank",NA,"Chlamy fluorescence",1.08304,0.0262265625,0.03,NA,6.9875271807603,3323,8.1086232683546
"b12_assay_4","4","F17",91,NA,"metE4",13.1072,0.87421875,10,90,1,1,"blank",NA,"Chlamy fluorescence",1.41072,0.087421875,0.1,NA,7.25185549133872,3777,8.23668532271246
"b12_assay_4","4","F18",91,NA,"metE4",13.1072,0.87421875,3,97,1,1,"blank",NA,"Chlamy fluorescence",0.493216,0.0262265625,0.03,NA,6.20094721196431,2951,7.98989937494294
"b12_assay_4","4","F19",91,NA,"metE4",5.24288,0.87421875,10,90,1,1,"blank",NA,"Chlamy fluorescence",0.624288,0.087421875,0.1,NA,6.43661180035485,3052,8.02355239240435
"b12_assay_4","4","F2",91,NA,"metE4",20000,0.87421875,3,97,1,1,"blank",NA,"Chlamy fluorescence",600.1,0.0262265625,0.03,NA,13.3048515869776,740515,13.5151011690682
"b12_assay_4","4","F20",91,NA,"metE4",5.24288,0.87421875,3,97,1,1,"blank",NA,"Chlamy fluorescence",0.2572864,0.0262265625,0.03,NA,5.5501898613031,1646,7.40610338123702
"b12_assay_4","4","F21",91,NA,"metE4",2.097152,0.87421875,10,90,1,1,"blank",NA,"Chlamy fluorescence",0.3097152,0.087421875,0.1,NA,5.73565316552939,1620,7.39018142822643
"b12_assay_4","4","F22",91,NA,"metE4",2.097152,0.87421875,3,97,1,1,"blank",NA,"Chlamy fluorescence",0.16291456,0.0262265625,0.03,NA,5.09322589160157,1927,7.56371966841437
"b12_assay_4","4","F23",91,NA,"metE4",0,0.87421875,10,90,1,1,"blank",NA,"Chlamy fluorescence",0.1,0.087421875,0.1,NA,4.60517018598809,1205,7.09423484592476
"b12_assay_4","4","F24",91,NA,"metE4",0,0.87421875,3,97,1,1,"blank",NA,"Chlamy fluorescence",0.1,0.0262265625,0.03,NA,4.60517018598809,1375,7.22620901010067
"b12_assay_4","4","F3",91,NA,"metE4",8000,0.87421875,10,90,1,1,"blank",NA,"Chlamy fluorescence",800.1,0.087421875,0.1,NA,13.5924919988382,724617,13.4933985183879
"b12_assay_4","4","F4",91,NA,"metE4",8000,0.87421875,3,97,1,1,"blank",NA,"Chlamy fluorescence",240.1,0.0262265625,0.03,NA,12.3888107822093,750317,13.5282510628808
"b12_assay_4","4","F5",91,NA,"metE4",3200,0.87421875,10,90,1,1,"blank",NA,"Chlamy fluorescence",320.1,0.087421875,0.1,NA,12.676388725958,776946,13.5631261288652
"b12_assay_4","4","F6",91,NA,"metE4",3200,0.87421875,3,97,1,1,"blank",NA,"Chlamy fluorescence",96.1,0.0262265625,0.03,NA,11.4731445949584,675226,13.4228027286315
"b12_assay_4","4","F7",91,NA,"metE4",1280,0.87421875,10,90,1,1,"blank",NA,"Chlamy fluorescence",128.1,0.087421875,0.1,NA,11.7605664878848,685985,13.4386110405797
"b12_assay_4","4","F8",91,NA,"metE4",1280,0.87421875,3,97,1,1,"blank",NA,"Chlamy fluorescence",38.5,0.0262265625,0.03,NA,10.5584135202759,320908,12.6789097566719
"b12_assay_4","4","F9",91,NA,"metE4",512,0.87421875,10,90,1,1,"blank",NA,"Chlamy fluorescence",51.3,0.087421875,0.1,NA,10.8454460311589,459196,13.0372324131482
"b12_assay_4","4","G1",91,NA,"metE4",20000,0.2185546875,10,90,1,1,"blank",NA,"Chlamy fluorescence",2000.1,0.02185546875,0.1,NA,14.5087077372743,593998,13.2946312313357
"b12_assay_4","4","G10",91,NA,"metE4",512,0.2185546875,3,97,1,1,"blank",NA,"Chlamy fluorescence",15.46,0.006556640625,0.03,NA,9.64601132214141,93694,11.4477894320247
"b12_assay_4","4","G11",91,NA,"metE4",204.8,0.2185546875,10,90,1,1,"blank",NA,"Chlamy fluorescence",20.58,0.02185546875,0.1,NA,9.93207500938804,167716,12.0300273517277
"b12_assay_4","4","G12",91,NA,"metE4",204.8,0.2185546875,3,97,1,1,"blank",NA,"Chlamy fluorescence",6.244,0.006556640625,0.03,NA,8.73937628163532,27630,10.2266574179175
"b12_assay_4","4","G13",91,NA,"metE4",81.92,0.2185546875,10,90,1,1,"blank",NA,"Chlamy fluorescence",8.292,0.02185546875,0.1,NA,9.02304647355567,48076,10.7805383710727
"b12_assay_4","4","G14",91,NA,"metE4",81.92,0.2185546875,3,97,1,1,"blank",NA,"Chlamy fluorescence",2.5576,0.006556640625,0.03,NA,7.84682459774563,7663,8.9441588309704
"b12_assay_4","4","G15",91,NA,"metE4",32.768,0.2185546875,10,90,1,1,"blank",NA,"Chlamy fluorescence",3.3768,0.02185546875,0.1,NA,8.12468379446829,15140,9.62509552699144
"b12_assay_4","4","G16",91,NA,"metE4",32.768,0.2185546875,3,97,1,1,"blank",NA,"Chlamy fluorescence",1.08304,0.006556640625,0.03,NA,6.9875271807603,3680,8.21066803116298
"b12_assay_4","4","G17",91,NA,"metE4",13.1072,0.2185546875,10,90,1,1,"blank",NA,"Chlamy fluorescence",1.41072,0.02185546875,0.1,NA,7.25185549133872,4899,8.49678638163858
"b12_assay_4","4","G18",91,NA,"metE4",13.1072,0.2185546875,3,97,1,1,"blank",NA,"Chlamy fluorescence",0.493216,0.006556640625,0.03,NA,6.20094721196431,2319,7.74889133725553
"b12_assay_4","4","G19",91,NA,"metE4",5.24288,0.2185546875,10,90,1,1,"blank",NA,"Chlamy fluorescence",0.624288,0.02185546875,0.1,NA,6.43661180035485,2343,7.7591874385078
"b12_assay_4","4","G2",91,NA,"metE4",20000,0.2185546875,3,97,1,1,"blank",NA,"Chlamy fluorescence",600.1,0.006556640625,0.03,NA,13.3048515869776,715718,13.481041513613
"b12_assay_4","4","G20",91,NA,"metE4",5.24288,0.2185546875,3,97,1,1,"blank",NA,"Chlamy fluorescence",0.2572864,0.006556640625,0.03,NA,5.5501898613031,1845,7.52023455647463
"b12_assay_4","4","G21",91,NA,"metE4",2.097152,0.2185546875,10,90,1,1,"blank",NA,"Chlamy fluorescence",0.3097152,0.02185546875,0.1,NA,5.73565316552939,1978,7.58984151218266
"b12_assay_4","4","G22",91,NA,"metE4",2.097152,0.2185546875,3,97,1,1,"blank",NA,"Chlamy fluorescence",0.16291456,0.006556640625,0.03,NA,5.09322589160157,1915,7.55747290161475
"b12_assay_4","4","G23",91,NA,"metE4",0,0.2185546875,10,90,1,1,"blank",NA,"Chlamy fluorescence",0.1,0.02185546875,0.1,NA,4.60517018598809,1369,7.22183582528845
"b12_assay_4","4","G24",91,NA,"metE4",0,0.2185546875,3,97,1,1,"blank",NA,"Chlamy fluorescence",0.1,0.006556640625,0.03,NA,4.60517018598809,1509,7.31920245876785
"b12_assay_4","4","G3",91,NA,"metE4",8000,0.2185546875,10,90,1,1,"blank",NA,"Chlamy fluorescence",800.1,0.02185546875,0.1,NA,13.5924919988382,748389,13.5256781752516
"b12_assay_4","4","G4",91,NA,"metE4",8000,0.2185546875,3,97,1,1,"blank",NA,"Chlamy fluorescence",240.1,0.006556640625,0.03,NA,12.3888107822093,712860,13.4770403266804
"b12_assay_4","4","G5",91,NA,"metE4",3200,0.2185546875,10,90,1,1,"blank",NA,"Chlamy fluorescence",320.1,0.02185546875,0.1,NA,12.676388725958,748977,13.5264635544177
"b12_assay_4","4","G6",91,NA,"metE4",3200,0.2185546875,3,97,1,1,"blank",NA,"Chlamy fluorescence",96.1,0.006556640625,0.03,NA,11.4731445949584,602966,13.3096160893767
"b12_assay_4","4","G7",91,NA,"metE4",1280,0.2185546875,10,90,1,1,"blank",NA,"Chlamy fluorescence",128.1,0.02185546875,0.1,NA,11.7605664878848,678644,13.4278519686055
"b12_assay_4","4","G8",91,NA,"metE4",1280,0.2185546875,3,97,1,1,"blank",NA,"Chlamy fluorescence",38.5,0.006556640625,0.03,NA,10.5584135202759,304681,12.6270206066134
"b12_assay_4","4","G9",91,NA,"metE4",512,0.2185546875,10,90,1,1,"blank",NA,"Chlamy fluorescence",51.3,0.02185546875,0.1,NA,10.8454460311589,492182,13.1066038457706
"b12_assay_4","4","H1",91,NA,"metE4",20000,0,10,90,1,1,"blank",NA,"Chlamy fluorescence",2000.1,0,0.1,NA,14.5087077372743,624824,13.3452252890618
"b12_assay_4","4","H10",91,NA,"metE4",512,0,3,97,1,1,"blank",NA,"Chlamy fluorescence",15.46,0,0.03,NA,9.64601132214141,74812,11.2227335789029
"b12_assay_4","4","H11",91,NA,"metE4",204.8,0,10,90,1,1,"blank",NA,"Chlamy fluorescence",20.58,0,0.1,NA,9.93207500938804,183818,12.121701416644
"b12_assay_4","4","H12",91,NA,"metE4",204.8,0,3,97,1,1,"blank",NA,"Chlamy fluorescence",6.244,0,0.03,NA,8.73937628163532,28250,10.2488487365746
"b12_assay_4","4","H13",91,NA,"metE4",81.92,0,10,90,1,1,"blank",NA,"Chlamy fluorescence",8.292,0,0.1,NA,9.02304647355567,43205,10.6737115082755
"b12_assay_4","4","H14",91,NA,"metE4",81.92,0,3,97,1,1,"blank",NA,"Chlamy fluorescence",2.5576,0,0.03,NA,7.84682459774563,8456,9.04263152755007
"b12_assay_4","4","H15",91,NA,"metE4",32.768,0,10,90,1,1,"blank",NA,"Chlamy fluorescence",3.3768,0,0.1,NA,8.12468379446829,15029,9.6177369469341
"b12_assay_4","4","H16",91,NA,"metE4",32.768,0,3,97,1,1,"blank",NA,"Chlamy fluorescence",1.08304,0,0.03,NA,6.9875271807603,4137,8.32772616646141
"b12_assay_4","4","H17",91,NA,"metE4",13.1072,0,10,90,1,1,"blank",NA,"Chlamy fluorescence",1.41072,0,0.1,NA,7.25185549133872,5328,8.58073121222023
"b12_assay_4","4","H18",91,NA,"metE4",13.1072,0,3,97,1,1,"blank",NA,"Chlamy fluorescence",0.493216,0,0.03,NA,6.20094721196431,2651,7.88269220628903
"b12_assay_4","4","H19",91,NA,"metE4",5.24288,0,10,90,1,1,"blank",NA,"Chlamy fluorescence",0.624288,0,0.1,NA,6.43661180035485,3912,8.27180403115471
"b12_assay_4","4","H2",91,NA,"metE4",20000,0,3,97,1,1,"blank",NA,"Chlamy fluorescence",600.1,0,0.03,NA,13.3048515869776,719190,13.4858808577047
"b12_assay_4","4","H20",91,NA,"metE4",5.24288,0,3,97,1,1,"blank",NA,"Chlamy fluorescence",0.2572864,0,0.03,NA,5.5501898613031,1786,7.48773376143644
"b12_assay_4","4","H21",91,NA,"metE4",2.097152,0,10,90,1,1,"blank",NA,"Chlamy fluorescence",0.3097152,0,0.1,NA,5.73565316552939,1987,7.59438124255182
"b12_assay_4","4","H22",91,NA,"metE4",2.097152,0,3,97,1,1,"blank",NA,"Chlamy fluorescence",0.16291456,0,0.03,NA,5.09322589160157,1240,7.12286665859908
"b12_assay_4","4","H23",91,NA,"metE4",0,0,10,90,1,1,"blank",NA,"Chlamy fluorescence",0.1,0,0.1,NA,4.60517018598809,1661,7.4151751096133
"b12_assay_4","4","H24",91,NA,"metE4",0,0,3,97,1,1,"blank",NA,"Chlamy fluorescence",0.1,0,0.03,NA,4.60517018598809,2173,7.68386398025643
"b12_assay_4","4","H3",91,NA,"metE4",8000,0,10,90,1,1,"blank",NA,"Chlamy fluorescence",800.1,0,0.1,NA,13.5924919988382,712642,13.4767344695133
"b12_assay_4","4","H4",91,NA,"metE4",8000,0,3,97,1,1,"blank",NA,"Chlamy fluorescence",240.1,0,0.03,NA,12.3888107822093,716046,13.4814996896892
"b12_assay_4","4","H5",91,NA,"metE4",3200,0,10,90,1,1,"blank",NA,"Chlamy fluorescence",320.1,0,0.1,NA,12.676388725958,754514,13.5338291123526
"b12_assay_4","4","H6",91,NA,"metE4",3200,0,3,97,1,1,"blank",NA,"Chlamy fluorescence",96.1,0,0.03,NA,11.4731445949584,616075,13.3311239883511
"b12_assay_4","4","H7",91,NA,"metE4",1280,0,10,90,1,1,"blank",NA,"Chlamy fluorescence",128.1,0,0.1,NA,11.7605664878848,680407,13.4304464275168
"b12_assay_4","4","H8",91,NA,"metE4",1280,0,3,97,1,1,"blank",NA,"Chlamy fluorescence",38.5,0,0.03,NA,10.5584135202759,318871,12.6725419112651
"b12_assay_4","4","H9",91,NA,"metE4",512,0,10,90,1,1,"blank",NA,"Chlamy fluorescence",51.3,0,0.1,NA,10.8454460311589,498416,13.1191903486688
"b12_assay_4","4","I1",91,NA,"metE4",20000,895.2,10,90,1,2,"blank",NA,"Chlamy fluorescence",2000.1,89.52,0.1,NA,14.5087077372743,639055,13.3677458016432
"b12_assay_4","4","I10",91,NA,"metE4",512,895.2,3,97,1,2,"blank",NA,"Chlamy fluorescence",15.46,26.856,0.03,NA,9.64601132214141,106413,11.5750830288774
"b12_assay_4","4","I11",91,NA,"metE4",204.8,895.2,10,90,1,2,"blank",NA,"Chlamy fluorescence",20.58,89.52,0.1,NA,9.93207500938804,180623,12.1041672651232
"b12_assay_4","4","I12",91,NA,"metE4",204.8,895.2,3,97,1,2,"blank",NA,"Chlamy fluorescence",6.244,26.856,0.03,NA,8.73937628163532,27613,10.2260419553055
"b12_assay_4","4","I13",91,NA,"metE4",81.92,895.2,10,90,1,2,"blank",NA,"Chlamy fluorescence",8.292,89.52,0.1,NA,9.02304647355567,43994,10.6918085399657
"b12_assay_4","4","I14",91,NA,"metE4",81.92,895.2,3,97,1,2,"blank",NA,"Chlamy fluorescence",2.5576,26.856,0.03,NA,7.84682459774563,10187,9.22886767659007
"b12_assay_4","4","I15",91,NA,"metE4",32.768,895.2,10,90,1,2,"blank",NA,"Chlamy fluorescence",3.3768,89.52,0.1,NA,8.12468379446829,16543,9.71371833060702
"b12_assay_4","4","I16",91,NA,"metE4",32.768,895.2,3,97,1,2,"blank",NA,"Chlamy fluorescence",1.08304,26.856,0.03,NA,6.9875271807603,3846,8.25478892614873
"b12_assay_4","4","I17",91,NA,"metE4",13.1072,895.2,10,90,1,2,"blank",NA,"Chlamy fluorescence",1.41072,89.52,0.1,NA,7.25185549133872,5220,8.56025268087669
"b12_assay_4","4","I18",91,NA,"metE4",13.1072,895.2,3,97,1,2,"blank",NA,"Chlamy fluorescence",0.493216,26.856,0.03,NA,6.20094721196431,2177,7.68570306123455
"b12_assay_4","4","I19",91,NA,"metE4",5.24288,895.2,10,90,1,2,"blank",NA,"Chlamy fluorescence",0.624288,89.52,0.1,NA,6.43661180035485,2253,7.72001794043224
"b12_assay_4","4","I2",91,NA,"metE4",20000,895.2,3,97,1,2,"blank",NA,"Chlamy fluorescence",600.1,26.856,0.03,NA,13.3048515869776,737494,13.5110132315698
"b12_assay_4","4","I20",91,NA,"metE4",5.24288,895.2,3,97,1,2,"blank",NA,"Chlamy fluorescence",0.2572864,26.856,0.03,NA,5.5501898613031,2022,7.61184239958042
"b12_assay_4","4","I21",91,NA,"metE4",2.097152,895.2,10,90,1,2,"blank",NA,"Chlamy fluorescence",0.3097152,89.52,0.1,NA,5.73565316552939,1748,7.46622755621548
"b12_assay_4","4","I22",91,NA,"metE4",2.097152,895.2,3,97,1,2,"blank",NA,"Chlamy fluorescence",0.16291456,26.856,0.03,NA,5.09322589160157,1350,7.20785987143248
"b12_assay_4","4","I23",91,NA,"metE4",0,895.2,10,90,1,2,"blank",NA,"Chlamy fluorescence",0.1,89.52,0.1,NA,4.60517018598809,1882,7.54009032014532
"b12_assay_4","4","I24",91,NA,"metE4",0,895.2,3,97,1,2,"blank",NA,"Chlamy fluorescence",0.1,26.856,0.03,NA,4.60517018598809,1561,7.35308192051543
"b12_assay_4","4","I3",91,NA,"metE4",8000,895.2,10,90,1,2,"blank",NA,"Chlamy fluorescence",800.1,89.52,0.1,NA,13.5924919988382,760706,13.5420022284264
"b12_assay_4","4","I4",91,NA,"metE4",8000,895.2,3,97,1,2,"blank",NA,"Chlamy fluorescence",240.1,26.856,0.03,NA,12.3888107822093,742976,13.5184190216977
"b12_assay_4","4","I5",91,NA,"metE4",3200,895.2,10,90,1,2,"blank",NA,"Chlamy fluorescence",320.1,89.52,0.1,NA,12.676388725958,759462,13.5403655668499
"b12_assay_4","4","I6",91,NA,"metE4",3200,895.2,3,97,1,2,"blank",NA,"Chlamy fluorescence",96.1,26.856,0.03,NA,11.4731445949584,625631,13.3465160194152
"b12_assay_4","4","I7",91,NA,"metE4",1280,895.2,10,90,1,2,"blank",NA,"Chlamy fluorescence",128.1,89.52,0.1,NA,11.7605664878848,691918,13.4472227304686
"b12_assay_4","4","I8",91,NA,"metE4",1280,895.2,3,97,1,2,"blank",NA,"Chlamy fluorescence",38.5,26.856,0.03,NA,10.5584135202759,330163,12.7073417508887
"b12_assay_4","4","I9",91,NA,"metE4",512,895.2,10,90,1,2,"blank",NA,"Chlamy fluorescence",51.3,89.52,0.1,NA,10.8454460311589,598208,13.3016937985423
"b12_assay_4","4","J1",91,NA,"metE4",20000,223.8,10,90,1,2,"blank",NA,"Chlamy fluorescence",2000.1,22.38,0.1,NA,14.5087077372743,544348,13.2073440271958
"b12_assay_4","4","J10",91,NA,"metE4",512,223.8,3,97,1,2,"blank",NA,"Chlamy fluorescence",15.46,6.714,0.03,NA,9.64601132214141,63603,11.0604159180271
"b12_assay_4","4","J11",91,NA,"metE4",204.8,223.8,10,90,1,2,"blank",NA,"Chlamy fluorescence",20.58,22.38,0.1,NA,9.93207500938804,135214,11.8146139875259
"b12_assay_4","4","J12",91,NA,"metE4",204.8,223.8,3,97,1,2,"blank",NA,"Chlamy fluorescence",6.244,6.714,0.03,NA,8.73937628163532,23601,10.0690443629974
